,target,clean_text
514,spam,guarante latest nokia phone 40gb ipod mp3 player �500 prize txt word collect 83355 ibhltd ldnw15h 150pmtmsgrcvd18 
515,ham,sno competit 
516,spam,boltblu tone 150p repli poli mono eg poly3 1 cha cha slide 2 yeah 3 slow jamz 6 toxic 8 come stop 4 tone txt 
517,spam,credit top httpwwwbubbletextcom renew pin tgxxrz 
518,ham,way transport less problemat sat night way u want ask n join bday feel free need know definit no book fri 
519,ham,usual person unconsci that children adult may behav abnorm ill call 
520,ham,that ebay might less elsewher 
521,ham,shall come get pickl 
522,ham,gonna go get taco 
523,ham,that rude campu 
524,spam,urgent mobil award �2000 bonu caller prize 020903 2nd attempt contact call 08718729755 box95qu 
525,ham,hi wont b ard 4 christma enjoy n merri xma 
526,spam,today offer claim ur �150 worth discount voucher text ye 85023 savamob member offer mobil cs 08717898035 �300 sub 16 unsub repli x 
527,ham,ye pretti ladi like singl 
528,spam,reciev tone within next 24hr term condit pleas see channel u teletext pg 750 
529,ham,jay say your doublefaggot 
530,spam,privat 2003 account statement 07815296484 show 800 unredeem sim point call 08718738001 identifi code 41782 expir 181104 
531,ham,todaysundaysunday holidayso work 
532,ham,gudnitetcpractic go 
533,ham,ill late 
534,ham,ive call hope l8r malaria know miss guy miss bani big pl give love especi great day 
535,ham,good afternoon love goe day hope mayb got lead job think boytoy send passion kiss across sea 
536,ham,probabl gonna see later tonight lt 
537,ham,mayb fat finger press button doesnt know 
538,ham,ummmmmaah mani mani happi return day dear sweet heart happi birthday dear 
539,ham,tirupur da start offic call 
540,spam,wwwapplausestorecom monthlysubscription50pmsg max6month tcsc web age16 2stop txt stop 
541,ham,famou quot develop abil listen anyth uncondit without lose temper self confid mean marri 
542,ham,go colleg pa els ill come self pa 
543,ham,4 oclock mine bash flat plan 
544,ham,girl stay bed girl doesnt need recoveri time id rather pass fun coop bed 
545,ham,special 
546,ham,know need get hotel got invit apologis cali sweet come english bloke weddin 
547,ham,sorri took long omw 
548,ham,wait ltgt min 
549,ham,ok give 5 minut think see btw your alibi cut hair whole time 
550,ham,imagin final get sink bath put pace mayb even eat left also imagin feel cage cock surround bath water remind alway own enjoy cuck 
551,ham,hurri ive weeddefici like three day 
552,ham,sure get acknowledg astoundingli tactless gener faggi demand blood oath fo 
553,ham,ok everi night take warm bath drink cup milk youll see work magic still need loos weight know 
554,ham,i���ll look fri pan case it��� cheap book perhap that��� silli fri pan isn���t like book 
555,ham,well uv caus mutat sunscreen like essenti theseday 
556,ham,lunchyou onlinewhi 
557,ham,know friend alreadi told 
558,ham,hi princess thank pic pretti 
559,ham,aiyo u alway c ex one dunno abt mei repli first time u repli fast lucki workin huh got bao ur sugardad ahge 
560,ham,hi msg meim offic 
561,ham,thanx 4 e browni v nice 
562,ham,geeeee love much bare stand 
563,spam,gent tri contact last weekend draw show �1000 prize guarante call 09064012160 claim code k52 valid 12hr 150ppm 
564,ham,fuck babe miss alreadi know cant let send money toward net need want crave 
565,ham,ill call u 2mrw ninish address icki american freek wont stop callin 2 bad jen k eh 
566,ham,oooh bed ridden ey think 
567,ham,anyway go gym whatev love smile hope ok good day babe miss much alreadi 
568,ham,love daddi make scream pleasur go slap ass dick 
569,ham,wot u wanna missi 
570,ham,yar lor wait 4 mum 2 finish sch lunch lor whole morn stay home clean room room quit clean hee 
571,ham,know lab goggl went 
572,ham,open door 
573,ham,wait call 
574,ham,nope wait sch 4 daddi 
575,spam,1000 cash 2000 prize claim call09050000327 
576,ham,im tire argu week week want ill 
577,ham,�� wait 4 sch finish ard 5 
578,spam,mobil number �5000 claim call us back ring claim hot line 09050005321 
579,ham,arngd marriag u r walkin unfortuntli snake bite u bt love marriag danc frnt snake amp sayin bite bite 
580,ham,huh earli � dinner outsid izzit 
581,ham,ok anyway need chang said 
582,spam,tri contact repli offer 750 min 150 textand new video phone call 08002988890 repli free deliveri tomorrow 
583,ham,exwif abl kid want kid one day 
584,ham,how scotland hope show jjc tendenc take care live dream 
585,ham,tell u headach want use 1 hour sick time 
586,ham,dun thk ill quit yet hmmm go jazz yogasana oso go meet em lesson den 
587,ham,pete pleas ring meiv hardli gotani credit 
588,ham,ya srsli better yi tho 
589,ham,im meet call later 
590,spam,ur chanc win �250 wkli shop spree txt shop 80878 tsc wwwtxt2shopcom custcar 08715705022 1x150pwk 
591,spam,special select receiv 2000 pound award call 08712402050 line close cost 10ppm 16 tc appli ag promo 
592,spam,privat 2003 account statement 07753741225 show 800 unredeem point call 08715203677 identifi code 42478 expir 241004 
593,ham,still grand prix 
594,ham,met stranger choos friend long world stand friendship never end let friend forev gud nitz 
595,ham,great 
596,ham,gud mrng dear nice day 
597,spam,import custom servic announc call freephon 0800 542 0825 
598,ham,exhaust train morn much wine pie sleep well 
599,ham,im go buy mum present ar 
600,ham,mind blastin tsunami occur rajnik stop swim indian oceand 
601,ham,u send home first ok lor im readi yet 
602,ham,speak cash yet 
603,ham,happi come noon 
604,ham,meet lunch la 
605,ham,take care n get well soon 
606,spam,xclusiveclubsaisai 2morow 285 soire special zouk nichol parisfre rose 2 ladi info 0794674629107880867867 
607,ham,meant say cant wait see u get bore bridgwat banter 
608,ham,neva mind ok 
609,ham,fine imma get drink somethin want come find 
610,spam,22 day kick euro2004 u kept date latest news result daili remov send get txt stop 83222 
611,ham,valentin game send di msg ur friend 5 answer r someon realli love u que colour suit bestrpli 
612,ham,mani depend 
613,ham,thanx4 today cer nice 2 catch ave 2 find time often oh well take care c u soonc 
614,ham,call said himthen choos futur 
615,ham,happi valentin day know earli hundr handsom beauti wish thought finish aunti uncl 1st 
616,ham,like v shock leh co tell shuhui like tell leona also like dat almost know liao got ask abt ur reaction lor 
617,ham,famili happi 
618,ham,come n pick � come immedi aft ur lesson 
619,ham,let snow let snow kind weather bring ppl togeth friendship grow 
620,ham,dear got ltgt dollar hi hi 
621,ham,good word word may leav u dismay mani time 
622,ham,make sure alex know birthday fifteen minut far your concern 
623,ham,sorri got thing may pub later 
624,ham,nah straight bring bud drink someth that actual littl use straight cash 
625,ham,haha good hear im offici paid market 8th 
626,ham,mani lick take get center tootsi pop 
627,ham,yup thk r e teacher said make face look longer darren ask 2 cut short 
628,spam,new textbuddi chat 2 horni guy ur area 4 25p free 2 receiv search postcod gaytextbuddycom txt one name 89693 
629,spam,today vodafon number end 4882 select receiv �350 award number match call 09064019014 receiv �350 award 
630,ham,pleas dont say like hi hi hi 
631,ham,thank u 
632,ham,oh forward messag thought send 
633,ham,got seventeen pound seven hundr ml ��� hope ok 
634,spam,dear voucher holder 2 claim week offer pc go httpwwwetlpcoukexpressoff tsc apply2 stop text txt stop 80062 
635,ham,n funni 
636,ham,sweetheart hope kind day one load reason smile biola 
637,ham,� login dat time dad fetch � home 
638,ham,shower babi 
639,ham,askd u question hour answer 
640,ham,well imma definit need restock thanksgiv ill let know im 
641,ham,said kiss kiss cant sound effect gorgeou man isnt kind person need smile brighten day 
642,ham,probabl gonna swing wee bit 
643,ham,ya nice readi thursday 
644,ham,allo brave buse taken train triumph mean we���r b���ham jolli good rest week 
645,ham,watch cartoon listen music amp eve go templ amp church u 
646,ham,mind ask happen dont say uncomfort 
647,spam,privat 2003 account statement show 800 unredeem point call 08715203694 identifi code 40533 expir 311004 
648,ham,prob send email 
649,spam,1000 cash 2000 prize claim call09050000327 tc rstm sw7 3ss 150ppm 
650,ham,that cool sometim slow gentl sonetim rough hard 
651,ham,im gonna say sorri would normal start panic time sorri see tuesday 
652,ham,wait know wesley town bet hella drug 
653,ham,fine miss much 
654,ham,u got person stori 
655,ham,tell drug dealer get impati 
656,ham,sun cant come earth send luv ray cloud cant come river send luv rain cant come meet u send care msg u gud evng 
657,ham,place man 
658,ham,doesnt make sens take unless free need know wikipediacom 
659,spam,88800 89034 premium phone servic call 08718711108 
660,ham,sea lay rock rock envelop envelop paper paper 3 word 
661,ham,mum repent 
662,ham,sorri go home first daddi come fetch � later 
663,ham,leav de start prepar next 
664,ham,ye babi studi posit kama sutra 
665,ham,en chikku nang bakra msg kalstiyathen teacoffe 
666,ham,carlosl minut still need buy 
667,ham,pay ltdecimalgt lakh 
668,ham,good even ttyl 
669,ham,u receiv msg 
670,ham,ho ho big belli laugh see ya tomo 
671,spam,sm ac sun0819 post helloy seem cool 
672,spam,get ur 1st rington free repli msg tone gr8 top 20 tone phone everi week �150 per wk 2 opt send stop 08452810071 16 
673,ham,ditto wont worri say anyth anymor like said last night whatev want ill peac 
674,ham,ive got ltgt way could pick 
675,ham,dont knw pa drink milk 
676,ham,mayb say hi find got card great escap wetherspoon 
677,ham,piggi r u awak bet ure still sleep im go 4 lunch 
678,ham,caus im freaki lol 
679,ham,miss call caus yell scrappi miss u cant wait u come home im lone today 
680,ham,hex place talk explain 
681,ham,�� log 4 wat sdryb8i 
682,ham,xy go 4 e lunch 
683,spam,hi im sue 20 year old work lapdanc love sex text live im bedroom text sue 89555 textoper g2 1da 150ppmsg 18 
684,ham,want ask � wait 4 finish lect co lect finish hour anyway 
685,ham,finish work yet 
686,ham,everi king cri babi everi great build map imprtant u r today u wil reach tomorw gud ni8 
687,ham,dearm cherthalain case u r come cochin pl call bfore u starti shall also reach accordinglyor tell day u r comingtmorow engag an holiday 
688,ham,thank love torch bold 
689,spam,forward 448712404000pleas call 08712404000 immedi urgent messag wait 
690,ham,farm open 
691,ham,sorri troubl u buy 4d dad 1405 1680 1843 2 big 1 small sat n sun thanx 
692,ham,sister law hope great month say hey abiola 
693,ham,purchas stuff today mail po box number 
694,ham,ah poop look like ill prob send laptop get fix cuz gpu problem 
695,ham,good good job like entrepreneur 
696,ham,aight close still around alex place 
697,ham,meet corpor st outsid gap �� see mind work 
698,ham,mum ask � buy food home 
699,ham,ku also dont msg repli msg 
700,ham,much r � will pay 
701,ham,sorri ill call later 
702,ham,import prevent dehydr give enough fluid 
703,ham,that bit weird even suppos happen good idea sure pub 
704,ham,true deari sat pray even felt soso smsd time 
705,ham,dont think get away trek long famili town sorri 
706,ham,wanna gym harri 
707,ham,quit late lar ard 12 anyway wun b drivin 
708,spam,review keep fantast nokia ngage game deck club nokia go 2 wwwcnupdatescomnewslett unsubscrib alert repli word 
709,spam,4mth half price orang line rental latest camera phone 4 free phone 11mth call mobilesdirect free 08000938767 updat or2stoptxt tc 
710,ham,height confid aeronaut professor wer calld amp wer askd 2 sit aeroplan aftr sat wer told dat plane ws made student dey hurri plane bt 1 didnt move saidif made student 
711,ham,seem like weird time night g want come smoke day shitstorm attribut alway come make everyon smoke 
712,spam,08714712388 10am7pm cost 10p 
713,ham,save stress person dorm account send account detail money sent 
714,ham,also know lunch menu da know 
715,ham,stuff sell ill tell 
716,spam,449071512431 urgent 2nd attempt contact uu �1250 call 09071512433 b4 050703 tcsbcm4235wc1n3xx callcost 150ppm mobilesvari max�7 50 
717,ham,book lesson msg call work sth im go get spec membership px3748 
718,spam,guarante �1000 cash �2000 prize claim yr prize call custom servic repres 08714712394 10am7pm 
719,ham,macha dont feel upseti assum mindsetbeliev one even wonder plan uslet life begin againcal anytim 
720,ham,oh send address 
721,ham,sfine anytim best 
722,ham,wondar full flim 
723,ham,ya even cooki jelli 
